Date,Income,Price,Consumption,Sp_inf_adjust,Sp,Consumer_confidence,Policy_uncertainty,Baa_aaa,Real_income_excptTransfer,Salary_pre_tax,Income_tranfer,Unemploy_rate,TransRecpt
1979-06-01,1793.3,35.038,1575.7,455.92,101.70,65.8,,1.09000,5235.8,1247.5,226.2,5.7,97.5
1979-07-01,1820.1,35.305,1586.1,455.37,102.70,60.4,,1.09000,5241.8,1259.5,241.5,5.7,107.4
1979-08-01,1836.7,35.575,1615.6,471.69,107.40,64.5,,1.12000,5250.9,1268.4,243.4,6.0,107.5
1979-09-01,1851.4,35.889,1633.9,471.85,108.60,66.7,,1.10000,5254.8,1280.3,244.0,5.9,107.9
1979-10-01,1865.5,36.182,1641.6,450.41,104.50,62.1,,1.27000,5253.6,1288.3,246.5,6.0,107.9
1979-11-01,1883.8,36.433,1657.3,442.84,103.70,63.3,,1.23000,5270.2,1300.5,249.1,5.9,108.6
1979-12-01,1903.8,36.739,1666.3,455.55,107.80,61.0,,1.32000,5283.1,1313.9,251.9,6.0,108.5
1980-01-01,1937.3,37.124,1697.3,462.02,110.90,67.0,,1.33000,5277.0,1321.4,259.9,6.3,108.8
1980-02-01,1948.1,37.526,1701.4,473.65,115.30,66.9,,1.19000,5256.5,1333.2,260.1,6.3,109.7
1980-03-01,1959.7,37.987,1708.2,423.67,104.70,56.5,,1.49000,5238.5,1346.8,258.2,6.3,109.5
1980-04-01,1967.7,38.185,1695.2,412.16,103.00,52.7,,2.15000,5228.0,1351.4,260.9,6.9,109.4
1980-05-01,1975.7,38.482,1700.1,426.75,107.70,51.7,,2.18000,5206.0,1351.0,264.4,7.5,110.1
1980-06-01,1992.4,38.725,1718.8,449.15,114.60,58.7,,2.13000,5214.4,1359.2,268.3,7.6,110.4
1980-07-01,2025.3,39.026,1747.1,469.53,119.80,62.3,,1.58000,5196.7,1361.7,294.5,7.8,126.0
1980-08-01,2044.1,39.351,1763.8,480.54,123.50,67.3,,1.51000,5215.0,1378.5,294.6,7.7,127.5
1980-09-01,2071.7,39.715,1780.5,488.11,126.50,73.7,,1.68000,5232.4,1391.7,300.6,7.5,127.3
1980-10-01,2104.5,40.033,1817.1,497.65,130.20,75.0,,1.92000,5292.9,1411.9,299.5,7.5,128.1
1980-11-01,2124.7,40.359,1826.8,514.43,135.70,76.7,,1.67000,5317.8,1430.8,297.7,7.5,127.6
1980-12-01,2148.2,40.621,1851.7,501.39,133.50,64.5,,1.93000,5339.5,1443.5,302.8,7.2,128.5
1981-01-01,2160.1,41.011,1870.0,495.50,133.00,71.4,,2.22000,5324.9,1458.3,303.5,7.5,130.2
1981-02-01,2175.0,41.426,1884.2,473.46,128.40,66.9,,2.02000,5309.3,1466.3,306.1,7.4,130.4
1981-03-01,2196.1,41.715,1902.9,487.83,133.20,66.5,,2.01000,5324.6,1478.4,309.8,7.4,131.6
1981-04-01,2199.2,41.897,1904.4,488.91,134.40,72.4,,1.68000,5320.2,1487.7,308.3,7.2,130.5
1981-05-01,2213.2,42.085,1913.8,475.35,131.70,76.3,,1.63000,5337.2,1495.2,310.2,7.5,131.2
1981-06-01,2234.0,42.253,1934.5,473.30,132.30,73.1,,2.05000,5370.9,1507.2,311.3,7.5,131.7
1981-07-01,2283.0,42.508,1942.1,456.81,129.10,74.1,,1.79000,5427.8,1518.4,328.0,7.2,146.1
1981-08-01,2303.9,42.774,1966.6,455.11,129.60,77.2,,1.45000,5454.8,1534.4,328.6,7.4,146.1
1981-09-01,2313.6,43.033,1965.5,411.41,118.30,73.1,,1.43000,5449.5,1538.9,328.9,7.6,146.7
1981-10-01,2326.6,43.228,1963.9,415.74,119.80,70.3,,1.71000,5430.4,1546.4,328.4,7.9,146.3
1981-11-01,2340.2,43.460,1970.6,425.13,122.90,62.5,,2.17000,5433.5,1553.1,332.0,8.3,146.3
1981-12-01,2344.2,43.594,1988.8,426.88,123.80,64.3,,2.32000,5430.3,1552.2,332.8,8.5,146.8
1982-01-01,2361.2,43.853,1997.1,403.18,117.30,71.0,,1.92000,5419.4,1561.0,333.5,8.6,146.6
1982-02-01,2374.8,43.985,2021.2,392.30,114.50,66.5,,1.91000,5439.4,1570.2,337.2,8.9,146.8
1982-03-01,2380.6,44.098,2024.1,380.03,110.80,62.0,,2.24000,5435.0,1571.4,338.2,9.0,146.9
1982-04-01,2405.5,44.120,2026.3,397.21,116.30,65.5,,2.32000,5466.4,1572.2,343.6,9.3,148.1
1982-05-01,2409.8,44.382,2044.5,393.82,116.40,67.5,,2.38000,5468.1,1584.8,344.8,9.4,147.4
1982-06-01,2414.1,44.704,2048.1,366.56,109.70,65.7,,2.11000,5445.2,1588.2,348.2,9.6,147.1
1982-07-01,2450.6,44.969,2072.2,363.68,109.40,65.4,,2.19000,5425.2,1593.7,359.5,9.8,157.9
1982-08-01,2462.2,45.108,2080.1,363.93,109.70,65.4,,2.61000,5436.7,1599.1,361.1,9.8,157.5
1982-09-01,2468.2,45.233,2104.6,405.24,122.40,69.3,,2.69000,5425.8,1596.5,365.9,10.1,157.5
1982-10-01,2479.6,45.487,2125.8,437.99,132.70,73.4,,2.61000,5415.4,1599.0,370.9,10.4,160.4
1982-11-01,2497.0,45.624,2149.3,456.75,138.10,72.1,,2.62000,5419.9,1602.1,381.0,10.8,164.7
1982-12-01,2513.0,45.693,2161.6,462.94,139.40,71.9,,2.31000,5451.9,1612.0,381.8,10.8,163.6
1983-01-01,2533.5,45.906,2174.0,478.23,144.30,70.4,,2.15000,5458.2,1621.8,377.5,10.4,161.7
1983-02-01,2538.9,45.984,2177.0,486.02,146.80,74.6,,1.94000,5458.5,1617.3,380.1,10.4,161.8
1983-03-01,2554.4,46.043,2202.8,502.90,151.90,80.8,,1.88000,5480.2,1628.2,384.6,10.3,162.9
1983-04-01,2571.6,46.253,2226.4,518.40,157.70,89.1,,1.78000,5489.2,1640.4,384.6,10.2,164.1
1983-05-01,2584.1,46.384,2245.9,536.17,164.10,93.3,,1.63000,5514.5,1655.5,388.9,10.1,164.1
1983-06-01,2595.8,46.557,2276.0,542.05,166.40,92.2,,1.63000,5529.9,1668.2,387.2,10.1,163.9
1983-07-01,2643.2,46.820,2304.4,541.83,167.00,92.8,,1.24000,5562.4,1683.9,382.6,9.4,164.4
1983-08-01,2649.4,47.020,2320.4,525.32,162.40,90.9,,1.13000,5555.9,1686.6,382.9,9.5,163.8
1983-09-01,2677.7,47.185,2334.9,538.16,167.20,89.9,,1.18000,5604.1,1703.7,381.9,9.2,163.7
1983-10-01,2706.0,47.265,2357.6,538.17,167.70,89.3,,1.21000,5668.5,1732.1,380.9,8.8,163.7
1983-11-01,2732.9,47.332,2366.3,529.10,165.20,91.1,,1.20000,5703.9,1738.9,388.8,8.5,169.0
1983-12-01,2758.5,47.358,2393.6,526.02,164.40,94.2,,1.18000,5755.7,1753.6,391.4,8.3,170.1
1984-01-01,2782.7,47.564,2419.4,529.28,166.40,100.1,,1.45000,5777.9,1771.7,392.9,8.0,170.8
1984-02-01,2817.5,47.884,2403.5,497.89,157.30,97.4,,1.51000,5819.3,1783.8,393.2,7.8,170.4
1984-03-01,2844.9,48.041,2431.6,497.24,157.40,101.0,,1.42000,5856.2,1796.5,395.6,7.8,171.6
1984-04-01,2875.0,48.224,2457.5,495.46,157.60,96.1,,1.50000,5896.5,1818.9,398.1,7.7,173.4
1984-05-01,2882.7,48.285,2474.5,490.88,156.60,98.1,,1.46000,5912.7,1823.5,397.8,7.4,171.7
1984-06-01,2906.9,48.371,2495.6,478.53,153.10,95.5,,1.50000,5961.8,1842.0,398.9,7.2,172.9
1984-07-01,2920.9,48.544,2494.6,470.46,151.10,96.6,,1.71000,5978.9,1856.7,399.3,7.5,172.1
1984-08-01,2949.8,48.693,2512.2,509.91,164.40,99.1,,1.76000,6019.6,1863.6,402.4,7.5,173.5
1984-09-01,2974.9,48.759,2533.8,512.73,166.10,100.9,,1.69000,6075.2,1880.9,401.3,7.3,171.7
1984-10-01,2970.8,48.874,2531.3,507.27,164.80,96.3,,1.31000,6049.7,1883.8,404.9,7.4,172.8
1984-11-01,2988.0,48.943,2571.4,511.88,166.30,95.7,,1.19000,6083.4,1900.2,406.7,7.2,173.4
1984-12-01,3014.9,49.081,2582.6,506.34,164.50,92.9,,1.27000,6112.7,1917.5,416.5,7.3,182.0
1985-01-01,3029.1,49.326,2618.8,527.20,171.60,96.0,174.55,1.18000,6106.5,1919.2,417.9,7.3,180.5
1985-02-01,3015.2,49.555,2640.8,553.15,180.90,93.7,165.72,1.10000,6111.5,1927.9,420.1,7.2,181.6
1985-03-01,3013.4,49.749,2648.5,546.50,179.40,93.7,132.26,1.13000,6140.2,1949.3,422.1,7.2,182.5
1985-04-01,3068.4,49.821,2659.5,547.58,180.60,94.6,110.64,1.28000,6128.2,1948.7,422.3,7.3,181.6
1985-05-01,3151.2,49.939,2696.4,558.53,184.90,91.8,125.66,1.43000,6144.9,1961.7,422.5,7.2,181.7
1985-06-01,3093.7,50.075,2689.4,569.02,188.90,96.5,147.68,1.46000,6171.1,1980.4,423.0,7.4,182.6
1985-07-01,3108.2,50.198,2715.7,578.79,192.50,94.0,125.21,1.46000,6169.5,1982.3,430.0,7.4,188.3
1985-08-01,3116.6,50.364,2752.1,565.11,188.30,92.4,134.61,1.45000,6180.7,1996.8,425.7,7.1,183.3
1985-09-01,3135.6,50.449,2794.7,550.98,184.10,92.1,97.92,1.41000,6209.5,2013.1,428.1,7.1,184.2
1985-10-01,3156.8,50.533,2755.8,555.21,186.20,88.4,91.53,1.34000,6242.3,2024.4,429.4,7.1,183.8
1985-11-01,3171.3,50.680,2771.1,587.29,197.50,90.9,121.13,1.44000,6252.6,2031.6,430.9,7.0,184.7
1985-12-01,3201.4,50.850,2811.3,614.73,207.30,93.9,128.09,1.42000,6295.7,2055.1,432.4,7.0,184.5
1986-01-01,3222.4,51.084,2827.1,615.71,208.20,95.6,154.19,1.39000,6277.3,2052.8,441.4,6.7,190.8
1986-02-01,3239.4,51.084,2820.2,650.62,219.40,95.9,156.12,1.44000,6310.2,2061.1,442.5,7.2,190.9
1986-03-01,3265.4,50.972,2823.6,692.04,232.30,95.1,106.30,1.50000,6369.7,2076.6,445.8,7.2,191.5
1986-04-01,3270.9,50.868,2835.2,710.32,238.00,96.2,114.61,1.40000,6390.2,2072.9,446.6,7.1,191.1
1986-05-01,3279.6,50.961,2857.5,709.85,238.50,94.8,129.12,1.20000,6394.4,2080.8,449.3,7.2,192.5
1986-06-01,3288.7,51.151,2861.7,726.09,245.30,99.3,153.03,1.21000,6395.7,2091.6,451.4,7.2,192.7
1986-07-01,3305.9,51.164,2881.2,711.00,240.20,97.7,149.12,1.28000,6416.9,2099.6,458.4,7.0,199.0
1986-08-01,3313.9,51.228,2898.6,723.88,245.00,94.9,142.63,1.46000,6441.9,2113.2,454.0,6.9,194.2
1986-09-01,3326.5,51.396,2971.8,700.89,238.30,91.9,171.52,1.31000,6448.0,2121.6,455.8,7.0,194.4
1986-10-01,3329.0,51.488,2932.9,697.61,237.40,95.6,121.41,1.38000,6448.9,2140.4,457.1,7.0,195.3
1986-11-01,3335.3,51.580,2928.4,719.59,245.10,91.4,92.62,1.39000,6461.9,2155.5,457.2,6.9,195.0
1986-12-01,3343.5,51.651,2997.1,729.20,248.60,89.1,90.30,1.48000,6485.2,2161.7,459.2,6.6,196.0
1987-01-01,3369.8,51.894,2935.5,770.96,264.50,90.4,93.66,1.36000,6473.4,2175.1,461.3,6.6,198.5
1987-02-01,3397.6,52.076,3001.7,815.82,280.90,90.2,70.56,1.27000,6493.4,2193.4,463.8,6.6,199.5
1987-03-01,3409.5,52.214,3013.3,845.72,292.50,90.8,69.18,1.25000,6511.4,2209.5,464.3,6.6,198.7
1987-04-01,3292.2,52.409,3038.8,832.02,289.30,92.8,77.08,1.19000,6507.7,2215.2,465.2,6.3,199.1
1987-05-01,3434.3,52.542,3048.4,828.50,289.10,91.1,59.87,1.18000,6542.1,2232.9,471.7,6.3,205.5
1987-06-01,3442.4,52.741,3072.8,860.71,301.40,91.5,87.21,1.20000,6546.4,2241.6,467.4,6.2,200.3
1987-07-01,3459.9,52.863,3094.7,883.22,310.10,93.7,68.67,1.19000,6570.7,2251.0,469.1,6.1,202.0
1987-08-01,3488.5,53.072,3130.8,933.27,329.40,94.4,56.68,1.13000,6613.8,2277.9,469.0,6.0,200.9
1987-09-01,3501.0,53.251,3126.5,898.24,318.70,93.6,63.75,1.13000,6622.5,2283.5,469.5,5.9,201.3
1987-10-01,3535.7,53.420,3134.5,787.68,280.20,89.3,122.52,1.10000,6670.6,2309.0,471.8,6.0,202.6
1987-11-01,3557.7,53.521,3144.2,688.13,245.00,83.1,137.26,1.22000,6709.9,2325.5,471.4,5.8,201.4
1987-12-01,3598.2,53.620,3174.1,676.89,241.00,86.8,115.30,1.18000,6793.8,2360.7,473.3,5.7,201.9
1988-01-01,3622.3,53.828,3213.7,701.75,250.50,90.8,109.53,1.19000,6765.9,2349.4,486.8,5.7,212.1
1988-02-01,3650.9,53.908,3221.4,721.17,258.10,91.6,79.71,1.22000,6800.9,2367.3,487.3,5.7,211.7
1988-03-01,3680.1,54.093,3260.5,739.22,265.70,94.6,74.65,1.18000,6808.8,2381.9,495.7,5.7,216.6
1988-04-01,3712.1,54.356,3263.0,726.85,262.60,91.2,76.27,1.23000,6839.6,2407.5,492.3,5.4,214.2
1988-05-01,3729.1,54.514,3293.6,706.45,256.10,94.8,86.12,1.14000,6848.1,2419.2,493.3,5.6,213.0
1988-06-01,3759.7,54.746,3318.5,743.56,270.70,94.7,76.77,1.14000,6876.1,2437.9,495.0,5.4,213.3
1988-07-01,3794.4,55.012,3342.7,736.04,269.10,93.4,79.23,1.15000,6911.5,2456.5,497.2,5.4,214.0
1988-08-01,3816.8,55.175,3368.0,718.24,263.70,97.4,84.92,1.10000,6929.8,2457.8,499.9,5.6,214.3
1988-09-01,3843.1,55.444,3375.0,725.08,268.00,97.3,56.78,1.08000,6946.2,2474.3,501.8,5.4,214.1
1988-10-01,3876.5,55.625,3413.7,748.02,277.40,94.1,90.76,0.90000,6989.1,2505.1,503.9,5.4,214.4
1988-11-01,3886.6,55.754,3430.2,730.15,271.00,93.0,101.32,1.03000,6988.0,2502.9,506.9,5.3,214.5
1988-12-01,3917.4,55.928,3459.7,743.73,276.50,91.9,77.44,1.08000,7026.0,2517.7,509.5,5.3,214.5
1989-01-01,3953.4,56.215,3483.7,763.87,285.40,97.9,87.74,1.03000,7072.7,2536.5,526.0,5.4,223.3
1989-02-01,3977.5,56.402,3488.0,783.65,294.00,95.4,65.21,0.97000,7093.0,2535.4,529.4,5.2,224.1
1989-03-01,4011.8,56.612,3498.8,775.72,292.70,94.3,62.26,0.87000,7121.5,2550.5,538.9,5.0,230.3
1989-04-01,4017.4,56.989,3543.0,795.96,302.30,91.5,73.03,0.82000,7099.5,2566.3,536.9,5.2,227.2
1989-05-01,4013.3,57.197,3551.8,821.82,313.90,90.7,77.93,0.89000,7066.7,2555.9,537.7,5.2,225.6
1989-06-01,4033.3,57.322,3566.6,845.43,323.70,90.6,86.28,0.93000,7084.0,2568.2,541.8,5.3,227.5
1989-07-01,4057.1,57.459,3585.7,864.76,331.90,92.0,99.29,0.94000,7108.6,2589.4,544.2,5.2,226.7
1989-08-01,4068.4,57.466,3620.6,901.61,346.60,89.6,66.16,0.92000,7120.2,2586.4,547.7,5.2,228.0
1989-09-01,4089.7,57.594,3621.9,900.54,347.30,95.8,50.69,0.90000,7137.5,2600.9,551.8,5.3,228.7
1989-10-01,4126.2,57.819,3633.6,896.50,347.40,93.9,81.41,0.89000,7172.8,2631.4,556.0,5.3,227.4
1989-11-01,4139.4,57.945,3643.3,875.82,340.20,90.9,82.96,0.92000,7175.1,2631.8,560.6,5.4,231.1
1989-12-01,4151.9,58.113,3684.2,896.03,348.60,90.5,87.58,0.96000,7185.9,2643.8,559.9,5.4,228.6
1990-01-01,4208.4,58.553,3730.7,864.93,339.97,93.0,106.66,0.95000,7184.9,2658.7,576.9,5.4,240.7
1990-02-01,4236.3,58.811,3728.2,836.77,330.45,89.5,105.75,0.92000,7210.5,2687.2,579.2,5.3,240.3
1990-03-01,4254.0,59.033,3754.9,852.39,338.46,91.3,75.65,0.84000,7216.8,2707.4,582.4,5.2,242.1
1990-04-01,4290.8,59.157,3770.0,850.36,338.18,93.9,79.11,0.84000,7262.7,2731.9,587.4,5.4,243.6
1990-05-01,4296.0,59.290,3775.8,878.67,350.25,90.6,78.46,0.94000,7252.9,2732.9,589.2,5.4,242.4
1990-06-01,4321.9,59.552,3804.5,899.23,360.39,88.3,84.32,0.96000,7261.7,2751.6,594.7,5.2,245.4
1990-07-01,4348.3,59.699,3821.7,894.89,360.03,88.2,88.52,0.96000,7289.9,2769.3,596.1,5.5,243.6
1990-08-01,4350.4,60.096,3848.3,814.62,330.75,76.4,142.37,1.00000,7242.0,2760.2,597.7,5.7,242.9
1990-09-01,4375.8,60.465,3870.1,770.39,315.41,72.8,135.28,1.08000,7231.3,2778.5,606.2,5.9,247.7
1990-10-01,4365.5,60.811,3870.6,745.65,307.12,63.9,136.89,1.21000,7159.5,2763.1,612.7,5.9,245.1
1990-11-01,4373.0,60.888,3871.9,763.77,315.29,66.0,151.21,1.32000,7156.9,2766.3,615.7,6.2,246.1
1990-12-01,4403.1,60.945,3861.3,796.38,328.75,65.5,128.84,1.38000,7186.8,2787.3,624.1,6.3,249.8
1991-01-01,4408.2,61.177,3841.0,783.79,325.49,66.8,136.99,1.41000,7117.2,2771.3,636.4,6.4,259.8
1991-02-01,4417.2,61.208,3866.7,871.04,362.26,70.4,127.83,1.24000,7116.1,2769.7,641.5,6.6,260.9
1991-03-01,4425.6,61.221,3913.0,893.81,372.28,87.7,98.58,1.16000,7120.0,2774.2,647.0,6.8,263.2
1991-04-01,4451.4,61.332,3907.1,910.23,379.68,81.8,93.16,1.08000,7136.9,2782.6,657.2,6.7,262.8
1991-05-01,4470.7,61.586,3933.2,903.50,377.99,78.3,74.90,1.00000,7134.8,2794.0,662.0,6.9,264.6
1991-06-01,4501.2,61.690,3940.5,901.56,378.29,82.1,85.93,0.95000,7174.5,2823.8,665.1,6.9,263.6
1991-07-01,4499.2,61.787,3966.0,904.85,380.23,82.9,110.87,0.89000,7156.6,2813.2,665.2,6.8,263.7
1991-08-01,4519.7,61.931,3969.1,923.96,389.40,82.0,106.94,0.90000,7166.3,2825.2,670.5,6.9,266.0
1991-09-01,4547.3,62.144,3984.7,914.72,387.20,83.0,121.00,0.90000,7185.1,2845.8,676.6,6.9,265.5
1991-10-01,4562.2,62.260,3976.0,912.64,386.88,78.3,114.08,0.94000,7169.7,2839.5,694.0,7.0,265.1
1991-11-01,4578.6,62.397,4003.6,907.73,385.92,69.1,172.65,0.97000,7186.3,2853.0,693.3,7.0,266.0
1991-12-01,4630.9,62.553,4020.5,913.16,388.51,68.2,190.54,0.95000,7232.8,2881.3,708.9,7.3,269.4
1992-01-01,4681.8,62.638,4084.7,976.54,416.08,67.5,165.45,0.93000,7251.5,2887.5,722.9,7.3,277.8
1992-02-01,4713.9,62.797,4099.5,964.79,412.56,68.8,169.71,0.94000,7290.1,2921.2,725.6,7.4,278.1
1992-03-01,4729.5,62.949,4117.0,947.84,407.36,76.0,125.66,0.90000,7294.4,2929.9,732.5,7.4,279.8
1992-04-01,4755.6,63.119,4131.5,946.60,407.41,77.2,98.95,0.88000,7313.2,2936.2,741.8,7.4,280.9
1992-05-01,4784.1,63.203,4158.4,962.41,414.81,79.2,96.91,0.85000,7352.4,2954.0,745.9,7.6,282.6
1992-06-01,4812.6,63.315,4177.1,943.86,408.27,80.4,123.27,0.83000,7384.2,2965.8,749.1,7.8,281.7
1992-07-01,4824.8,63.524,4204.8,957.49,415.05,76.6,138.97,0.77000,7373.5,2969.3,753.6,7.7,283.1
1992-08-01,4848.2,63.609,4220.9,961.39,417.93,76.1,153.66,0.70000,7401.0,2989.0,757.8,7.6,282.6
1992-09-01,4833.4,63.713,4255.3,959.93,418.48,75.6,162.56,0.70000,7363.9,2971.3,761.4,7.6,282.8
1992-10-01,4819.2,63.938,4284.7,942.88,412.50,73.3,192.95,0.85000,7321.0,2940.5,764.5,7.3,284.7
1992-11-01,4836.0,64.064,4300.5,965.15,422.84,85.3,153.51,0.86000,7353.6,2962.2,756.8,7.4,282.1
1992-12-01,5017.2,64.176,4336.4,995.07,435.64,91.0,103.45,0.83000,7655.0,3159.7,764.6,7.4,285.0
1993-01-01,4919.8,64.332,4340.7,989.25,435.23,89.3,114.88,0.76000,7390.7,3000.4,779.9,7.3,296.4
1993-02-01,4950.7,64.429,4355.3,1000.45,441.70,86.6,115.30,0.68000,7432.5,3029.3,779.7,7.1,294.5
1993-03-01,4945.5,64.561,4352.5,1016.06,450.16,85.9,138.47,0.57000,7403.9,3018.1,785.3,7.0,295.8
1993-04-01,4984.4,64.733,4393.4,997.31,443.08,85.6,116.83,0.68000,7473.1,3063.8,784.6,7.1,297.9
1993-05-01,4992.6,64.933,4422.4,1000.80,445.25,80.3,156.06,0.78000,7476.3,3074.1,783.7,7.1,296.7
1993-06-01,4985.0,64.955,4440.0,1005.72,448.06,81.5,131.54,0.74000,7456.5,3061.4,789.8,7.0,296.6
1993-07-01,5005.5,65.059,4468.9,1003.99,447.29,77.0,122.79,0.76000,7477.1,3084.5,795.9,6.9,298.5
1993-08-01,5021.3,65.170,4481.1,1016.53,454.13,77.3,148.24,0.75000,7489.9,3104.9,801.2,6.8,298.0
1993-09-01,5012.8,65.238,4511.5,1025.84,459.24,77.9,129.70,0.68000,7469.1,3091.5,802.8,6.7,299.2
1993-10-01,5004.1,65.443,4532.8,1031.98,463.90,82.7,81.80,0.64000,7439.5,3076.0,800.8,6.8,299.4
1993-11-01,5027.4,65.567,4554.1,1029.03,462.89,81.2,100.99,0.73000,7461.7,3081.5,802.4,6.6,299.1
1993-12-01,5199.9,65.582,4571.1,1035.83,465.95,88.2,87.75,0.76000,7752.5,3266.6,809.9,6.5,303.2
1994-01-01,5103.9,65.604,4585.1,1048.61,472.99,94.3,93.80,0.73000,7565.0,3142.6,816.4,6.6,307.2
1994-02-01,5125.3,65.756,4632.6,1041.92,471.58,93.2,79.95,0.68000,7574.1,3147.9,818.0,6.6,308.8
1994-03-01,5156.2,65.937,4646.0,1021.27,463.81,91.5,85.95,0.65000,7597.7,3167.7,820.1,6.5,310.5
1994-04-01,5162.3,66.015,4671.1,983.43,447.23,92.6,114.52,0.64000,7676.1,3215.7,823.5,6.4,311.9
1994-05-01,5229.4,66.111,4669.5,990.82,450.90,92.8,111.18,0.63000,7698.1,3228.2,822.2,6.1,311.9
1994-06-01,5233.9,66.272,4708.9,996.08,454.83,91.2,78.49,0.68000,7687.8,3226.0,822.9,6.1,311.5
1994-07-01,5254.9,66.481,4720.6,985.91,451.40,89.0,91.79,0.69000,7706.9,3247.4,823.1,6.1,312.6
1994-08-01,5273.3,66.634,4762.6,1009.87,464.24,91.7,89.14,0.67000,7716.3,3254.6,827.4,6.0,312.9
1994-09-01,5302.2,66.708,4775.0,1013.07,466.96,91.5,98.47,0.64000,7752.9,3274.2,830.1,5.9,313.4
1994-10-01,5361.6,66.821,4812.9,1005.56,463.81,92.7,81.10,0.63000,7815.2,3309.0,843.4,5.8,314.1
1994-11-01,5371.6,66.948,4825.6,998.15,461.01,91.6,118.83,0.64000,7811.0,3305.1,846.4,5.6,313.3
1994-12-01,5399.4,66.991,4841.6,985.55,455.19,95.1,89.84,0.64000,7843.2,3320.8,854.1,5.5,317.9
1995-01-01,5427.5,67.127,4851.2,1003.31,465.25,97.6,136.11,0.62000,7865.0,3344.0,869.4,5.6,322.8
1995-02-01,5447.9,67.246,4850.8,1035.13,481.92,95.1,134.42,0.59000,7881.4,3358.2,873.7,5.4,324.9
1995-03-01,5473.0,67.370,4885.4,1055.75,493.15,90.3,97.52,0.58000,7899.5,3372.1,878.8,5.4,326.6
1995-04-01,5446.7,67.547,4890.2,1083.77,507.91,92.5,69.45,0.57000,7912.6,3390.8,879.5,5.8,326.6
1995-05-01,5510.3,67.651,4933.1,1115.49,523.81,89.8,64.41,0.55000,7912.5,3387.0,885.6,5.6,328.2
1995-06-01,5532.1,67.717,4977.5,1146.33,539.35,92.7,93.44,0.60000,7948.3,3407.8,885.3,5.6,327.8
1995-07-01,5551.2,67.802,4970.2,1184.63,557.37,94.4,89.76,0.63000,7974.2,3426.9,889.9,5.7,327.9
1995-08-01,5566.7,67.948,5005.3,1185.22,559.11,96.2,46.76,0.62000,7989.2,3436.2,890.8,5.7,327.9
1995-09-01,5588.5,67.995,5020.5,1224.49,578.77,88.9,53.66,0.61000,8026.4,3453.6,890.4,5.6,330.1
1995-10-01,5609.1,68.171,5013.9,1229.26,582.92,90.2,80.67,0.63000,8050.8,3470.3,885.4,5.5,328.7
1995-11-01,5624.0,68.169,5055.6,1256.67,595.53,88.2,91.45,0.66000,8085.1,3481.2,882.7,5.6,328.0
1995-12-01,5642.2,68.300,5097.5,1297.69,614.57,91.0,113.52,0.67000,8094.0,3488.1,889.9,5.6,332.6
1996-01-01,5662.1,68.452,5085.7,1289.81,614.42,89.3,115.50,0.66000,8102.2,3490.8,908.1,5.6,336.0
1996-02-01,5714.6,68.560,5132.8,1359.14,649.54,88.5,90.44,0.64000,8172.2,3531.9,915.4,5.5,338.7
1996-03-01,5750.2,68.767,5173.3,1347.01,647.07,93.7,81.63,0.68000,8196.0,3550.7,924.7,5.5,342.6
1996-04-01,5732.6,68.973,5208.0,1342.05,647.17,92.7,64.90,0.69000,8210.4,3563.5,934.8,5.6,341.1
1996-05-01,5815.0,69.092,5223.8,1368.58,661.23,89.4,74.13,0.68000,8251.9,3585.6,936.1,5.6,341.2
1996-06-01,5849.6,69.091,5229.8,1382.74,668.50,92.4,73.29,0.69000,8312.8,3620.7,938.2,5.3,341.9
1996-07-01,5846.0,69.237,5251.9,1329.66,644.07,94.7,65.25,0.70000,8303.0,3622.4,933.2,5.5,342.5
1996-08-01,5865.9,69.303,5275.0,1365.47,662.68,95.3,71.99,0.72000,8338.0,3646.5,931.3,5.1,343.1
1996-09-01,5895.9,69.499,5296.6,1386.21,674.88,94.7,70.33,0.69000,8369.8,3672.8,930.9,5.2,342.3
1996-10-01,5912.8,69.709,5328.5,1436.25,701.46,96.5,70.33,0.68000,8375.9,3678.8,930.4,5.2,342.9
1996-11-01,5939.0,69.833,5351.2,1503.45,735.67,99.2,62.71,0.69000,8405.9,3703.6,932.7,5.4,345.5
1996-12-01,5965.5,69.914,5378.6,1518.94,743.25,96.9,63.94,0.69000,8442.0,3730.4,934.8,5.4,346.2
1997-01-01,5989.6,70.005,5411.1,1560.96,766.22,97.4,72.06,0.67000,8477.0,3746.3,950.8,5.3,355.8
1997-02-01,6018.1,70.151,5434.0,1621.40,798.39,99.7,64.32,0.63000,8516.0,3777.9,947.1,5.2,350.7
1997-03-01,6052.4,70.225,5454.2,1604.73,792.16,100.0,64.99,0.63000,8555.7,3804.9,952.8,5.2,355.2
1997-04-01,6062.3,70.294,5459.3,1545.61,763.93,101.4,58.06,0.61000,8568.6,3816.5,949.8,5.1,355.1
1997-05-01,6085.8,70.262,5460.2,1686.59,833.09,103.2,77.92,0.62000,8614.9,3834.9,948.6,4.9,356.3
1997-06-01,6113.1,70.352,5494.2,1771.83,876.29,104.5,77.96,0.61000,8648.6,3855.5,951.6,5.0,356.2
1997-07-01,6140.2,70.394,5548.8,1868.58,925.29,107.1,58.03,0.61000,8692.3,3873.4,953.1,4.9,356.6
1997-08-01,6177.3,70.450,5587.0,1869.02,927.24,104.4,69.15,0.60000,8748.6,3907.8,956.2,4.8,358.4
